"","year","conflict_id","conflict_active","start_year","conflictep_id","termination_year","conflictepisode","outcome","location","incompatibility","peace","peace_ends","peace_duration","country","Tonnage_mt_Combined","Tonnage_mt_emergency","Tonnage_mt_development","Value_Combined","Value_emergency","Value_development","commodities_Combined","commodities_emergency","commodities_development","partners_Combined","partners_emergency","partners_development","Value","Tonnage_mt","binary_emergency","n","frac_emergency","sum_tonnage_emergency","instrument_emergency","Value_t1","Tonnage_mt_t1","t1_commodities","sum_tonnage_t1","wheat_binary","n_partners_emergency","n_partners_development","inflation_adjustment","decisive","lootable","treaty","identity","conflict_duration","episode_deaths","factions","current_polity","democracy","initial_polity","initial_democracy","mortality","initial_mortality","peace_agreement","govt_military","rugged_terrain","p5_colony","p5_contiguous"
"148",2011,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,16,"Guatemala",NA,6.77,17.32,NA,17065388.9541458,25451279.8249105,NA,"corn soy blend, pinto
beans, rice, vegetable
oil,corn soy blend, pinto
beans, rice, vegetable
oil,corn soy blend, pinto
beans, rice, vegetable
oil","corn soy blend, crude vegetable oil, pinto beans, rice, vegetable oil ,corn soy blend, crude vegetable oil, pinto beans,corn soy blend, crude vegetable oil, pinto beans, rice, vegetable oil,corn soy blend, crude vegetable oil, pinto beans, rice, vegetable oil",NA,"CRS Emergency*,PCI Emergency,SCF Emergency*","CRS,MCI,SCF,SHARE",42516668.7790562,24.09,1,29,0.379310344827586,1033.35,391.960344827586,0,0,NA,50,0,3,4,1.11637723428314,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,27.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"149",2012,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,17,"Guatemala",NA,0,10.87,NA,0,15540640.2465597,NA,",,","corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil,",NA,"CRS,PCI,SCF","CRS,MCI,SCF,SHARE",15540640.2465597,10.87,0,29,0.379310344827586,988.337,374.886448275862,0,0,NA,0,0,3,4,1.09370268886071,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,26.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"150",2012,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,17,"Guatemala",NA,0,10.87,NA,0,15540640.2465597,NA,",,","corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil,",NA,"CRS,PCI,SCF","CRS,MCI,SCF,SHARE",15540640.2465597,10.87,0,29,0.379310344827586,988.337,374.886448275862,0,0,NA,0,0,3,4,1.09370268886071,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,26.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"151",2012,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,17,"Guatemala",NA,0,10.87,NA,0,15540640.2465597,NA,",,","corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil,",NA,"CRS,PCI,SCF","CRS,MCI,SCF,SHARE",15540640.2465597,10.87,0,29,0.379310344827586,988.337,374.886448275862,0,0,NA,0,0,3,4,1.09370268886071,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,26.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"152",2012,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,17,"Guatemala",NA,0,10.87,NA,0,15540640.2465597,NA,",,","corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil,",NA,"CRS,PCI,SCF","CRS,MCI,SCF,SHARE",15540640.2465597,10.87,0,29,0.379310344827586,988.337,374.886448275862,0,0,NA,0,0,3,4,1.09370268886071,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,26.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"153",2013,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,18,"Guatemala",NA,0,10.54,NA,0,12801475.2583242,NA,NA,"corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil",NA,NA,"CRS,MCI,SCF",12801475.2583242,10.54,0,29,0.379310344827586,856.87,325.019655172414,0,0,NA,0,0,0,3,1.07790096733193,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,25.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"154",2013,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,18,"Guatemala",NA,0,10.54,NA,0,12801475.2583242,NA,NA,"corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil",NA,NA,"CRS,MCI,SCF",12801475.2583242,10.54,0,29,0.379310344827586,856.87,325.019655172414,0,0,NA,0,0,0,3,1.07790096733193,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,25.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"155",2013,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,18,"Guatemala",NA,0,10.54,NA,0,12801475.2583242,NA,NA,"corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil",NA,NA,"CRS,MCI,SCF",12801475.2583242,10.54,0,29,0.379310344827586,856.87,325.019655172414,0,0,NA,0,0,0,3,1.07790096733193,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,25.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"156",2013,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,18,"Guatemala",NA,0,10.54,NA,0,12801475.2583242,NA,NA,"corn-soy blend, pinto beans, rice, vegetable oil,corn-soy blend, crude degummed pinto beans, rice, vegetable oil,corn-soy blend, pinto beans, rice, vegetable oil",NA,NA,"CRS,MCI,SCF",12801475.2583242,10.54,0,29,0.379310344827586,856.87,325.019655172414,0,0,NA,0,0,0,3,1.07790096733193,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,25.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"157",2014,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,19,"Guatemala",NA,0,4.56,NA,0,4920250.99831724,NA,NA,"pinto beans, corn-soy blend, vegetable oil, rice,pinto beans, corn- soy blend, vegetable oil, rice,pinto beans, corn-soy blend",NA,NA,"CRS,MCI,SCF",4920250.99831724,4.56,0,29,0.379310344827586,821.2529,311.509720689655,0,0,NA,0,0,0,3,1.06076470298319,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,24.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"158",2014,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,19,"Guatemala",NA,0,4.56,NA,0,4920250.99831724,NA,NA,"pinto beans, corn-soy blend, vegetable oil, rice,pinto beans, corn- soy blend, vegetable oil, rice,pinto beans, corn-soy blend",NA,NA,"CRS,MCI,SCF",4920250.99831724,4.56,0,29,0.379310344827586,821.2529,311.509720689655,0,0,NA,0,0,0,3,1.06076470298319,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,24.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"159",2014,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,19,"Guatemala",NA,0,4.56,NA,0,4920250.99831724,NA,NA,"pinto beans, corn-soy blend, vegetable oil, rice,pinto beans, corn- soy blend, vegetable oil, rice,pinto beans, corn-soy blend",NA,NA,"CRS,MCI,SCF",4920250.99831724,4.56,0,29,0.379310344827586,821.2529,311.509720689655,0,0,NA,0,0,0,3,1.06076470298319,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,24.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"160",2014,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,19,"Guatemala",NA,0,4.56,NA,0,4920250.99831724,NA,NA,"pinto beans, corn-soy blend, vegetable oil, rice,pinto beans, corn- soy blend, vegetable oil, rice,pinto beans, corn-soy blend",NA,NA,"CRS,MCI,SCF",4920250.99831724,4.56,0,29,0.379310344827586,821.2529,311.509720689655,0,0,NA,0,0,0,3,1.06076470298319,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,24.6,49.2,1,56.5,194.533721923828,FALSE,FALSE
"161",2015,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,20,"Guatemala",NA,0,5.84,NA,0,6265984.16657261,NA,NA,"corn-soy blend
plus, pinto beans,
rice, vegetable oil,corn-soy blend
plus, pinto beans,
milled rice,
vegetable oil,",NA,NA,"CRS,SCF,MCI",6265984.16657261,5.84,0,29,0.379310344827586,711.16,269.750344827586,0,0,NA,0,0,0,3,1.05948127668537,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,23.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"162",2015,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,20,"Guatemala",NA,0,5.84,NA,0,6265984.16657261,NA,NA,"corn-soy blend
plus, pinto beans,
rice, vegetable oil,corn-soy blend
plus, pinto beans,
milled rice,
vegetable oil,",NA,NA,"CRS,SCF,MCI",6265984.16657261,5.84,0,29,0.379310344827586,711.16,269.750344827586,0,0,NA,0,0,0,3,1.05948127668537,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,23.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"163",2015,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,20,"Guatemala",NA,0,5.84,NA,0,6265984.16657261,NA,NA,"corn-soy blend
plus, pinto beans,
rice, vegetable oil,corn-soy blend
plus, pinto beans,
milled rice,
vegetable oil,",NA,NA,"CRS,SCF,MCI",6265984.16657261,5.84,0,29,0.379310344827586,711.16,269.750344827586,0,0,NA,0,0,0,3,1.05948127668537,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,23.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"164",2015,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,20,"Guatemala",NA,0,5.84,NA,0,6265984.16657261,NA,NA,"corn-soy blend
plus, pinto beans,
rice, vegetable oil,corn-soy blend
plus, pinto beans,
milled rice,
vegetable oil,",NA,NA,"CRS,SCF,MCI",6265984.16657261,5.84,0,29,0.379310344827586,711.16,269.750344827586,0,0,NA,0,0,0,3,1.05948127668537,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,23.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"165",2016,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,21,"Guatemala",NA,0.96,0.07,NA,1224184.214141,5649702.73889652,NA,"na","na,na",NA,"WFP","CRS,SCF",6873886.95303752,1.03,1,29,0.379310344827586,1388.714,526.753586206897,0,0,NA,0,0,1,2,1.04622187346466,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,22.9,49.2,1,56.5,194.533721923828,FALSE,FALSE
"166",2016,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,21,"Guatemala",NA,0.96,0.07,NA,1224184.214141,5649702.73889652,NA,"na","na,na",NA,"WFP","CRS,SCF",6873886.95303752,1.03,1,29,0.379310344827586,1388.714,526.753586206897,0,0,NA,0,0,1,2,1.04622187346466,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,22.9,49.2,1,56.5,194.533721923828,FALSE,FALSE
"167",2016,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,21,"Guatemala",NA,0.96,0.07,NA,1224184.214141,5649702.73889652,NA,"na","na,na",NA,"WFP","CRS,SCF",6873886.95303752,1.03,1,29,0.379310344827586,1388.714,526.753586206897,0,0,NA,0,0,1,2,1.04622187346466,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,22.9,49.2,1,56.5,194.533721923828,FALSE,FALSE
"168",2016,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,21,"Guatemala",NA,0.96,0.07,NA,1224184.214141,5649702.73889652,NA,"na","na,na",NA,"WFP","CRS,SCF",6873886.95303752,1.03,1,29,0.379310344827586,1388.714,526.753586206897,0,0,NA,0,0,1,2,1.04622187346466,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,22.9,49.2,1,56.5,194.533721923828,FALSE,FALSE
"169",2017,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,22,"Guatemala",NA,0,0,NA,0,15317493.866706,NA,NA,"na,na",NA,NA,"CRS,SCF",15317493.866706,0,0,29,0.379310344827586,1129.763,428.530793103448,0,0,NA,0,0,0,2,1.02438761536819,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,22.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"170",2017,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,22,"Guatemala",NA,0,0,NA,0,15317493.866706,NA,NA,"na,na",NA,NA,"CRS,SCF",15317493.866706,0,0,29,0.379310344827586,1129.763,428.530793103448,0,0,NA,0,0,0,2,1.02438761536819,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,22.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"171",2017,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,22,"Guatemala",NA,0,0,NA,0,15317493.866706,NA,NA,"na,na",NA,NA,"CRS,SCF",15317493.866706,0,0,29,0.379310344827586,1129.763,428.530793103448,0,0,NA,0,0,0,2,1.02438761536819,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,22.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"172",2017,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,22,"Guatemala",NA,0,0,NA,0,15317493.866706,NA,NA,"na,na",NA,NA,"CRS,SCF",15317493.866706,0,0,29,0.379310344827586,1129.763,428.530793103448,0,0,NA,0,0,0,2,1.02438761536819,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,22.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"173",1996,234,1,1949,23401,1996,1,5,"Israel",1,0,1,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,1,6,TRUE,6,TRUE,6.7,6.7,1,181.1,164.315292358398,TRUE,FALSE
"174",1996,234,1,1949,23401,1996,1,5,"Israel",1,0,1,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,2,6,TRUE,6,TRUE,6.7,6.7,1,181.1,164.315292358398,TRUE,FALSE
"175",1996,234,1,1949,23401,1996,1,5,"Israel",1,0,1,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,5,6,TRUE,6,TRUE,6.7,6.7,1,181.1,164.315292358398,TRUE,FALSE
"176",1996,234,1,1949,23401,1996,1,5,"Israel",1,0,1,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,3,6,TRUE,6,TRUE,6.7,6.7,1,181.1,164.315292358398,TRUE,FALSE
"177",1996,234,1,1949,23401,1996,1,5,"Israel",1,0,1,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,4,6,TRUE,6,TRUE,6.7,6.7,1,181.1,164.315292358398,TRUE,FALSE
"178",1997,234,0,1949,23401,1996,1,5,"Israel",1,1,1,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,1,6,TRUE,6,TRUE,6.3,6.7,1,181.1,164.315292358398,TRUE,FALSE
"179",1997,234,0,1949,23401,1996,1,5,"Israel",1,1,1,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,2,6,TRUE,6,TRUE,6.3,6.7,1,181.1,164.315292358398,TRUE,FALSE
"180",1997,234,0,1949,23401,1996,1,5,"Israel",1,1,1,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,5,6,TRUE,6,TRUE,6.3,6.7,1,181.1,164.315292358398,TRUE,FALSE
"181",1997,234,0,1949,23401,1996,1,5,"Israel",1,1,1,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,3,6,TRUE,6,TRUE,6.3,6.7,1,181.1,164.315292358398,TRUE,FALSE
"182",1997,234,0,1949,23401,1996,1,5,"Israel",1,1,1,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,4,6,TRUE,6,TRUE,6.3,6.7,1,181.1,164.315292358398,TRUE,FALSE
"183",1998,234,0,1949,23401,1996,1,5,"Israel",1,1,0,2,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,1,6,TRUE,6,TRUE,6.1,6.7,1,181.1,164.315292358398,TRUE,FALSE
"184",1998,234,0,1949,23401,1996,1,5,"Israel",1,1,0,2,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,2,6,TRUE,6,TRUE,6.1,6.7,1,181.1,164.315292358398,TRUE,FALSE
"185",1998,234,0,1949,23401,1996,1,5,"Israel",1,1,0,2,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,5,6,TRUE,6,TRUE,6.1,6.7,1,181.1,164.315292358398,TRUE,FALSE
"186",1998,234,0,1949,23401,1996,1,5,"Israel",1,1,0,2,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,3,6,TRUE,6,TRUE,6.1,6.7,1,181.1,164.315292358398,TRUE,FALSE
"187",1998,234,0,1949,23401,1996,1,5,"Israel",1,1,0,2,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,4,6,TRUE,6,TRUE,6.1,6.7,1,181.1,164.315292358398,TRUE,FALSE
"188",1999,234,0,1949,23401,1996,1,5,"Israel",1,1,0,3,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,1,6,TRUE,6,TRUE,5.8,6.7,1,181.1,164.315292358398,TRUE,FALSE
"189",1999,234,0,1949,23401,1996,1,5,"Israel",1,1,0,3,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,2,6,TRUE,6,TRUE,5.8,6.7,1,181.1,164.315292358398,TRUE,FALSE
"190",1999,234,0,1949,23401,1996,1,5,"Israel",1,1,0,3,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,5,6,TRUE,6,TRUE,5.8,6.7,1,181.1,164.315292358398,TRUE,FALSE
"191",1999,234,0,1949,23401,1996,1,5,"Israel",1,1,0,3,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,3,6,TRUE,6,TRUE,5.8,6.7,1,181.1,164.315292358398,TRUE,FALSE
"192",1999,234,0,1949,23401,1996,1,5,"Israel",1,1,0,3,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,49,335,4,6,TRUE,6,TRUE,5.8,6.7,1,181.1,164.315292358398,TRUE,FALSE
"193",2012,234,1,2000,23402,2012,2,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,1,6,TRUE,6,TRUE,3.4,3.4,0,184.5,164.315292358398,TRUE,FALSE
"194",2012,234,1,2000,23402,2012,2,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,2,6,TRUE,6,TRUE,3.4,3.4,0,184.5,164.315292358398,TRUE,FALSE
"195",2012,234,1,2000,23402,2012,2,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,5,6,TRUE,6,TRUE,3.4,3.4,0,184.5,164.315292358398,TRUE,FALSE
"196",2012,234,1,2000,23402,2012,2,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,3,6,TRUE,6,TRUE,3.4,3.4,0,184.5,164.315292358398,TRUE,FALSE
"197",2012,234,1,2000,23402,2012,2,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,4,6,TRUE,6,TRUE,3.4,3.4,0,184.5,164.315292358398,TRUE,FALSE
"198",2013,234,0,2000,23402,2012,2,2,"Israel",1,1,0,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,1,6,TRUE,6,TRUE,3.3,3.4,0,184.5,164.315292358398,TRUE,FALSE
"199",2013,234,0,2000,23402,2012,2,2,"Israel",1,1,0,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,2,6,TRUE,6,TRUE,3.3,3.4,0,184.5,164.315292358398,TRUE,FALSE
"200",2013,234,0,2000,23402,2012,2,2,"Israel",1,1,0,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,5,6,TRUE,6,TRUE,3.3,3.4,0,184.5,164.315292358398,TRUE,FALSE
"201",2013,234,0,2000,23402,2012,2,2,"Israel",1,1,0,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,3,6,TRUE,6,TRUE,3.3,3.4,0,184.5,164.315292358398,TRUE,FALSE
"202",2013,234,0,2000,23402,2012,2,2,"Israel",1,1,0,1,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,37,4045,4,6,TRUE,6,TRUE,3.3,3.4,0,184.5,164.315292358398,TRUE,FALSE
"203",2014,234,1,2014,23403,2014,3,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,2,2370,1,6,TRUE,6,TRUE,3.2,3.2,0,184.5,164.315292358398,TRUE,FALSE
"204",2014,234,1,2014,23403,2014,3,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,2,2370,2,6,TRUE,6,TRUE,3.2,3.2,0,184.5,164.315292358398,TRUE,FALSE
"205",2014,234,1,2014,23403,2014,3,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,2,2370,5,6,TRUE,6,TRUE,3.2,3.2,0,184.5,164.315292358398,TRUE,FALSE
"206",2014,234,1,2014,23403,2014,3,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,2,2370,3,6,TRUE,6,TRUE,3.2,3.2,0,184.5,164.315292358398,TRUE,FALSE
"207",2014,234,1,2014,23403,2014,3,2,"Israel",1,0,0,0,"Israel",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,FALSE,TRUE,2,2370,4,6,TRUE,6,TRUE,3.2,3.2,0,184.5,164.315292358398,TRUE,FALSE
